zip_best,State,complaint_count,zip,pop,pop_white,pop_black_or_aa,pop_ai_or_an,pop_asian,pop_nh_or_opi,pop_other,pop_multiple,pop_hol,pop_not_hol,income_mean_household_dollars,Cluster
61054,IL,9,61054,3633.0,3395.0,36.0,7.0,12.0,0.0,68.0,213.0,271.0,3460.0,54520.0,1
61060,IL,1,61060,1482.0,1322.0,6.0,0.0,2.0,0.0,8.0,49.0,46.0,1341.0,69502.0,1
61063,IL,2,61063,4144.0,3619.0,40.0,9.0,21.0,1.0,40.0,171.0,127.0,3774.0,95904.0,1
61064,IL,4,61064,3898.0,3464.0,17.0,14.0,6.0,0.0,19.0,173.0,141.0,3552.0,71662.0,1
61065,IL,9,61065,10681.0,8813.0,292.0,62.0,91.0,2.0,734.0,1212.0,1853.0,9353.0,97742.0,1
61068,IL,6,61068,14862.0,10566.0,314.0,182.0,102.0,0.0,1786.0,1703.0,3905.0,10748.0,67168.0,1
61071,IL,2,61071,13766.0,11248.0,195.0,65.0,43.0,2.0,489.0,1347.0,1882.0,11507.0,66498.0,1
61072,IL,2,61072,11077.0,10155.0,121.0,30.0,136.0,2.0,145.0,670.0,516.0,10743.0,95741.0,1
61073,IL,23,61073,20567.0,17279.0,432.0,47.0,421.0,11.0,342.0,1404.0,1117.0,18819.0,106754.0,0
61074,IL,3,61074,4093.0,3608.0,62.0,18.0,6.0,2.0,110.0,217.0,294.0,3729.0,57584.0,1
61080,IL,5,61080,10780.0,8960.0,411.0,59.0,175.0,1.0,621.0,1025.0,1292.0,9960.0,77707.0,1
61081,IL,19,61081,21138.0,16532.0,512.0,135.0,193.0,8.0,1479.0,2205.0,4538.0,16526.0,75425.0,1
61088,IL,3,61088,6094.0,5407.0,79.0,12.0,52.0,0.0,74.0,342.0,228.0,5738.0,98012.0,1
61101,IL,298,61101,20481.0,8660.0,7272.0,158.0,97.0,10.0,1847.0,1740.0,3331.0,16453.0,48108.0,1
61102,IL,21,61102,16875.0,6855.0,5383.0,187.0,64.0,3.0,2757.0,2032.0,5035.0,12246.0,53865.0,1
61103,IL,83,61103,23441.0,13042.0,6206.0,121.0,206.0,5.0,1486.0,2228.0,3313.0,19981.0,58137.0,1
61104,IL,28,61104,18306.0,7041.0,4962.0,191.0,853.0,2.0,2162.0,2143.0,4396.0,12958.0,39232.0,1
61107,IL,209,61107,29386.0,21754.0,3235.0,141.0,1240.0,5.0,1629.0,2718.0,3911.0,26811.0,85733.0,0
61108,IL,80,61108,29673.0,17699.0,3912.0,224.0,1448.0,15.0,2945.0,3417.0,6077.0,23583.0,66081.0,0
61109,IL,105,61109,26382.0,16186.0,3425.0,237.0,1128.0,6.0,3046.0,2930.0,5893.0,21065.0,61338.0,0
61111,IL,129,61111,22756.0,18335.0,1253.0,69.0,773.0,7.0,674.0,1917.0,2065.0,20963.0,73728.0,0
61114,IL,31,61114,15017.0,11392.0,1551.0,53.0,801.0,3.0,566.0,1203.0,1495.0,14074.0,103122.0,1
61115,IL,85,61115,22542.0,18806.0,733.0,79.0,488.0,9.0,543.0,1941.0,1741.0,20858.0,78988.0,0
61201,IL,121,61201,37838.0,23153.0,7301.0,149.0,1621.0,19.0,1618.0,3505.0,4321.0,33045.0,60449.0,0
61231,IL,2,61231,5158.0,4985.0,47.0,12.0,17.0,1.0,28.0,201.0,150.0,5141.0,66373.0,1
61234,IL,2,61234,1073.0,1114.0,5.0,0.0,20.0,0.0,14.0,44.0,40.0,1157.0,69861.0,1
61240,IL,3,61240,5880.0,5367.0,46.0,8.0,34.0,4.0,67.0,376.0,309.0,5593.0,101674.0,1
61241,IL,6,61241,6775.0,6168.0,57.0,31.0,20.0,3.0,110.0,452.0,473.0,6368.0,83447.0,1
61244,IL,29,61244,23239.0,14877.0,3935.0,129.0,826.0,1.0,2018.0,2218.0,4538.0,19466.0,63893.0,1
61250,IL,1,61250,2713.0,2478.0,6.0,6.0,8.0,0.0,7.0,82.0,53.0,2534.0,77889.0,1
61252,IL,1,61252,5424.0,5127.0,26.0,9.0,27.0,0.0,49.0,198.0,161.0,5275.0,74575.0,1
61254,IL,1,61254,12103.0,10816.0,59.0,16.0,68.0,6.0,110.0,512.0,375.0,11212.0,89217.0,1
61256,IL,1,61256,2063.0,1562.0,27.0,4.0,5.0,0.0,46.0,135.0,146.0,1633.0,83950.0,1
61257,IL,1,61257,836.0,1018.0,5.0,1.0,4.0,0.0,10.0,59.0,23.0,1074.0,68781.0,1
61264,IL,4,61264,9927.0,8858.0,380.0,22.0,80.0,6.0,145.0,666.0,501.0,9656.0,88748.0,1
61265,IL,86,61265,44006.0,31372.0,3821.0,349.0,1300.0,12.0,3087.0,4401.0,8159.0,36183.0,72448.0,0
61272,IL,1,61272,1357.0,1383.0,0.0,2.0,0.0,0.0,5.0,59.0,32.0,1417.0,60788.0,1
61273,IL,4,61273,3175.0,3020.0,15.0,7.0,12.0,0.0,22.0,151.0,105.0,3122.0,92196.0,1
61275,IL,1,61275,4393.0,3889.0,18.0,3.0,13.0,0.0,66.0,165.0,176.0,3978.0,99501.0,1
61277,IL,2,61277,2978.0,3002.0,30.0,2.0,12.0,2.0,21.0,164.0,106.0,3127.0,87093.0,1
61282,IL,9,61282,8234.0,5998.0,761.0,55.0,182.0,1.0,440.0,841.0,1374.0,6904.0,66869.0,1
61285,IL,4,61285,2661.0,1973.0,591.0,38.0,8.0,1.0,5.0,65.0,229.0,2452.0,84049.0,1
61301,IL,75,61301,10380.0,8325.0,252.0,60.0,92.0,1.0,592.0,1053.0,1760.0,8615.0,68665.0,1
61319,IL,1,61319,1297.0,1072.0,2.0,0.0,5.0,0.0,13.0,55.0,49.0,1098.0,72298.0,1
61320,IL,1,61320,675.0,607.0,2.0,0.0,7.0,0.0,5.0,20.0,31.0,610.0,72845.0,1
61341,IL,2,61341,7196.0,7279.0,49.0,29.0,39.0,0.0,184.0,512.0,496.0,7596.0,75970.0,1
61341,None,1,61341,7196.0,7279.0,49.0,29.0,39.0,0.0,184.0,512.0,496.0,7596.0,75970.0,1
61342,IL,8,61342,8389.0,6602.0,101.0,77.0,76.0,4.0,905.0,883.0,2245.0,6403.0,80339.0,1
61345,IL,1,61345,701.0,686.0,6.0,1.0,5.0,0.0,22.0,33.0,34.0,719.0,94664.0,1
61348,IL,1,61348,4501.0,4156.0,27.0,14.0,27.0,0.0,69.0,283.0,346.0,4230.0,72636.0,1
61350,IL,44,61350,24385.0,21029.0,489.0,93.0,246.0,7.0,556.0,1577.0,2054.0,21943.0,74851.0,0
61353,IL,3,61353,1238.0,1093.0,18.0,3.0,0.0,0.0,18.0,75.0,59.0,1148.0,67552.0,1
61354,IL,6,61354,10422.0,9101.0,132.0,21.0,186.0,3.0,274.0,730.0,951.0,9496.0,74181.0,1
61356,IL,5,61356,10959.0,9970.0,97.0,45.0,157.0,13.0,169.0,464.0,535.0,10380.0,73667.0,1
61360,IL,4,61360,3379.0,3005.0,24.0,13.0,14.0,2.0,40.0,208.0,157.0,3149.0,92973.0,1
61362,IL,3,61362,5855.0,4767.0,102.0,38.0,61.0,0.0,417.0,576.0,1062.0,4899.0,63575.0,1
61364,IL,8,61364,18245.0,15597.0,486.0,80.0,105.0,0.0,823.0,1358.0,1978.0,16471.0,58729.0,1
61367,IL,1,61367,902.0,649.0,1.0,3.0,3.0,0.0,11.0,24.0,44.0,647.0,96358.0,1
61369,IL,1,61369,1393.0,1430.0,20.0,0.0,10.0,0.0,38.0,88.0,94.0,1492.0,66110.0,1
61370,IL,1,61370,1168.0,1196.0,3.0,1.0,5.0,0.0,43.0,69.0,85.0,1232.0,77052.0,1
61372,IL,3,61372,269.0,220.0,0.0,0.0,0.0,0.0,3.0,2.0,11.0,214.0,106668.0,1
61377,IL,2,61377,1469.0,1162.0,26.0,4.0,7.0,0.0,29.0,74.0,82.0,1220.0,61945.0,1
61401,IL,82,61401,30809.0,24130.0,3321.0,92.0,304.0,13.0,799.0,2510.0,2373.0,28796.0,55485.0,0
61412,IL,1,61412,1154.0,1273.0,5.0,2.0,7.0,0.0,3.0,56.0,35.0,1311.0,66420.0,1
61420,IL,2,61420,1002.0,926.0,1.0,0.0,4.0,0.0,4.0,29.0,9.0,955.0,54263.0,1
61421,IL,1,61421,1407.0,1186.0,2.0,4.0,1.0,0.0,7.0,34.0,27.0,1207.0,63768.0,1
61422,IL,2,61422,3042.0,2910.0,33.0,1.0,4.0,2.0,15.0,134.0,41.0,3058.0,55251.0,1
61428,IL,2,61428,1162.0,1088.0,7.0,0.0,3.0,0.0,3.0,24.0,15.0,1110.0,102907.0,1
61432,IL,1,61432,686.0,566.0,1.0,0.0,2.0,0.0,4.0,13.0,7.0,579.0,77185.0,1
61434,IL,3,61434,2986.0,2850.0,25.0,4.0,6.0,1.0,20.0,152.0,93.0,2965.0,56684.0,1
61439,IL,2,61439,250.0,250.0,3.0,0.0,0.0,0.0,2.0,19.0,10.0,264.0,61119.0,1
61443,IL,5,61443,13584.0,10877.0,878.0,42.0,52.0,6.0,943.0,982.0,1854.0,11926.0,53896.0,1
61450,IL,1,61450,1756.0,1530.0,6.0,1.0,2.0,0.0,3.0,34.0,16.0,1560.0,60772.0,1
61455,IL,11,61455,17653.0,14218.0,1479.0,46.0,535.0,2.0,396.0,954.0,835.0,16795.0,60864.0,1
61462,IL,9,61462,10855.0,8330.0,558.0,50.0,310.0,12.0,894.0,826.0,1675.0,9305.0,67486.0,1
61469,IL,1,61469,1926.0,1699.0,17.0,3.0,5.0,4.0,11.0,63.0,27.0,1775.0,54591.0,1
61472,IL,1,61472,387.0,567.0,1.0,4.0,1.0,0.0,8.0,33.0,31.0,583.0,69188.0,1
61475,IL,1,61475,192.0,187.0,1.0,0.0,1.0,0.0,0.0,12.0,2.0,199.0,74925.0,1
61480,IL,2,61480,1352.0,1191.0,5.0,1.0,4.0,0.0,0.0,41.0,22.0,1220.0,59860.0,1
61484,IL,1,61484,737.0,753.0,2.0,1.0,1.0,0.0,6.0,24.0,19.0,768.0,57305.0,1
61501,IL,64,61501,1646.0,1569.0,2.0,0.0,0.0,0.0,7.0,32.0,23.0,1587.0,54255.0,1
61520,IL,7,61520,16176.0,14057.0,1082.0,30.0,54.0,3.0,386.0,544.0,515.0,15641.0,75817.0,1
61523,IL,6,61523,10356.0,10148.0,44.0,23.0,35.0,2.0,115.0,584.0,384.0,10567.0,81349.0,1
61525,IL,20,61525,11543.0,8474.0,394.0,16.0,1809.0,4.0,100.0,636.0,330.0,11103.0,171856.0,3
61529,IL,3,61529,2730.0,2677.0,17.0,2.0,14.0,1.0,13.0,128.0,54.0,2798.0,82056.0,1
61530,IL,1,61530,6614.0,6250.0,96.0,5.0,34.0,3.0,50.0,260.0,137.0,6561.0,77944.0,1
61531,IL,1,61531,3144.0,3154.0,6.0,8.0,1.0,2.0,17.0,137.0,63.0,3262.0,72477.0,1
61535,IL,5,61535,2163.0,1635.0,8.0,8.0,21.0,0.0,13.0,63.0,26.0,1722.0,112521.0,1
61536,IL,5,61536,3207.0,2788.0,16.0,8.0,20.0,0.0,14.0,128.0,75.0,2899.0,72761.0,1
61540,IL,3,61540,2771.0,2609.0,15.0,6.0,4.0,0.0,6.0,101.0,47.0,2694.0,79183.0,1
61546,IL,1,61546,3791.0,3701.0,8.0,2.0,7.0,1.0,11.0,156.0,61.0,3825.0,77747.0,1
61547,IL,4,61547,3835.0,3573.0,19.0,6.0,13.0,0.0,16.0,130.0,61.0,3696.0,106832.0,1
61548,IL,6,61548,12301.0,11522.0,58.0,21.0,118.0,4.0,68.0,564.0,283.0,12072.0,122027.0,3
61550,IL,9,61550,18483.0,17200.0,165.0,16.0,266.0,7.0,118.0,716.0,452.0,18036.0,99867.0,0
61552,IL,1,61552,220.0,197.0,11.0,2.0,9.0,0.0,3.0,22.0,13.0,231.0,63028.0,1
61554,IL,37,61554,40775.0,37525.0,767.0,156.0,272.0,17.0,260.0,1857.0,924.0,39930.0,67446.0,0
61559,IL,1,61559,3845.0,2924.0,26.0,5.0,24.0,0.0,64.0,156.0,134.0,3065.0,70388.0,1
61568,IL,4,61568,4606.0,4093.0,39.0,12.0,19.0,2.0,25.0,156.0,74.0,4272.0,103186.0,1
61571,IL,22,61571,24712.0,22925.0,192.0,43.0,269.0,3.0,198.0,1136.0,586.0,24180.0,93950.0,0
61602,IL,14,61602,862.0,728.0,272.0,0.0,60.0,2.0,39.0,97.0,89.0,1109.0,35599.0,1
61603,IL,20,61603,15789.0,5962.0,6334.0,79.0,207.0,4.0,1409.0,1508.0,2249.0,13254.0,43879.0,1
61604,IL,113,61604,28220.0,17015.0,8920.0,90.0,329.0,12.0,909.0,2069.0,1727.0,27617.0,58667.0,0
61605,IL,22,61605,13776.0,3797.0,8321.0,59.0,41.0,12.0,827.0,992.0,1305.0,12744.0,31894.0,1
61606,IL,3,61606,7232.0,4089.0,1564.0,46.0,238.0,2.0,403.0,456.0,608.0,6190.0,65114.0,1
61607,IL,7,61607,10522.0,9418.0,155.0,30.0,65.0,2.0,87.0,596.0,287.0,10066.0,75531.0,1
61610,IL,4,61610,4695.0,4468.0,69.0,24.0,19.0,3.0,56.0,303.0,178.0,4764.0,72262.0,1
61611,IL,20,61611,23447.0,21529.0,362.0,54.0,190.0,20.0,228.0,1454.0,769.0,23068.0,80673.0,0
61614,IL,104,61614,28399.0,19620.0,3810.0,94.0,1400.0,14.0,408.0,1773.0,1125.0,25994.0,81637.0,0
61615,IL,48,61615,23167.0,15767.0,3445.0,59.0,3089.0,6.0,414.0,1534.0,1130.0,23184.0,104219.0,0
61616,IL,4,61616,5890.0,4843.0,507.0,10.0,63.0,0.0,100.0,443.0,263.0,5703.0,73216.0,1
61701,IL,168,61701,35480.0,24658.0,4675.0,151.0,856.0,17.0,1422.0,2718.0,3092.0,31405.0,61378.0,0
61704,IL,67,61704,37517.0,26219.0,2970.0,138.0,4313.0,22.0,1094.0,2373.0,2521.0,34608.0,108505.0,0
61705,IL,26,61705,12746.0,11931.0,1050.0,40.0,539.0,9.0,299.0,814.0,710.0,13972.0,122979.0,3
61720,IL,1,61720,319.0,242.0,1.0,0.0,1.0,0.0,3.0,9.0,6.0,250.0,65834.0,1
61723,IL,1,61723,2498.0,2149.0,9.0,4.0,7.0,0.0,11.0,86.0,42.0,2224.0,78542.0,1
61725,IL,6,61725,1644.0,1432.0,34.0,5.0,9.0,0.0,10.0,68.0,33.0,1525.0,132021.0,3
61726,IL,1,61726,2508.0,2210.0,17.0,4.0,18.0,0.0,29.0,139.0,101.0,2316.0,88331.0,1
61727,IL,2,61727,9421.0,8759.0,80.0,19.0,29.0,13.0,197.0,353.0,408.0,9042.0,69215.0,1
61728,IL,1,61728,1301.0,1290.0,14.0,1.0,3.0,0.0,9.0,64.0,30.0,1351.0,77625.0,1
61729,IL,1,61729,1184.0,1141.0,4.0,3.0,12.0,0.0,5.0,17.0,8.0,1174.0,77965.0,1
61732,IL,1,61732,2017.0,1971.0,3.0,3.0,4.0,0.0,18.0,102.0,40.0,2061.0,106409.0,1
61734,IL,2,61734,2520.0,2428.0,21.0,3.0,7.0,2.0,18.0,118.0,36.0,2561.0,79682.0,1
61736,IL,2,61736,2578.0,1862.0,10.0,5.0,11.0,0.0,8.0,70.0,33.0,1933.0,114285.0,1
61738,IL,1,61738,4186.0,3987.0,53.0,3.0,13.0,0.0,23.0,174.0,79.0,4174.0,100065.0,1
61739,IL,5,61739,4635.0,4518.0,30.0,8.0,20.0,0.0,61.0,147.0,151.0,4633.0,73423.0,1
61742,IL,1,61742,1390.0,1136.0,5.0,1.0,1.0,0.0,6.0,37.0,23.0,1163.0,103154.0,1
61745,IL,4,61745,4507.0,4082.0,11.0,5.0,14.0,2.0,41.0,176.0,117.0,4214.0,82762.0,1
61748,IL,1,61748,2732.0,2559.0,11.0,6.0,12.0,0.0,16.0,117.0,56.0,2665.0,118351.0,1
61753,IL,4,61753,3279.0,2790.0,16.0,5.0,4.0,1.0,14.0,120.0,43.0,2907.0,94622.0,1
61754,IL,2,61754,1107.0,1096.0,6.0,5.0,6.0,0.0,25.0,54.0,28.0,1164.0,94818.0,1
61756,IL,1,61756,2564.0,2033.0,17.0,4.0,12.0,1.0,6.0,92.0,20.0,2145.0,86464.0,1
61760,IL,2,61760,2257.0,2251.0,13.0,3.0,0.0,0.0,11.0,72.0,22.0,2328.0,73872.0,1
61761,IL,168,61761,53423.0,39759.0,6113.0,106.0,2319.0,10.0,1243.0,3495.0,3469.0,49576.0,81448.0,0
61764,IL,6,61764,13688.0,11476.0,980.0,41.0,79.0,0.0,445.0,647.0,965.0,12703.0,74582.0,1
61770,IL,1,61770,1146.0,924.0,3.0,0.0,4.0,0.0,10.0,55.0,37.0,959.0,66146.0,1
61774,IL,1,61774,836.0,890.0,4.0,0.0,4.0,0.0,7.0,44.0,10.0,939.0,80050.0,1
61801,IL,257,61801,27965.0,13739.0,4525.0,97.0,6107.0,8.0,1071.0,2111.0,2613.0,25045.0,52797.0,0
61802,IL,50,61802,19722.0,11448.0,3883.0,165.0,1138.0,9.0,1230.0,1587.0,2290.0,17170.0,69818.0,1
61813,IL,1,61813,1665.0,1594.0,10.0,1.0,6.0,1.0,13.0,80.0,21.0,1684.0,64273.0,1
61817,IL,1,61817,2471.0,2374.0,10.0,4.0,5.0,0.0,11.0,86.0,40.0,2450.0,64046.0,1
61818,IL,1,61818,1579.0,1459.0,7.0,5.0,2.0,0.0,11.0,69.0,19.0,1534.0,74188.0,1
61820,IL,97,61820,38128.0,20221.0,5278.0,203.0,10058.0,23.0,2176.0,2863.0,4559.0,36263.0,47331.0,0
61821,IL,136,61821,29072.0,16628.0,7583.0,113.0,1407.0,9.0,929.0,2388.0,2199.0,26858.0,76357.0,0
61822,IL,123,61822,27929.0,15422.0,3656.0,30.0,3575.0,9.0,500.0,1899.0,1289.0,23802.0,115735.0,0
61832,IL,146,61832,32631.0,20287.0,9008.0,116.0,448.0,6.0,914.0,2099.0,2005.0,30873.0,54827.0,0
61834,IL,1,61834,8281.0,6085.0,1063.0,25.0,39.0,0.0,383.0,300.0,539.0,7356.0,84358.0,1
61841,IL,1,61841,1057.0,1254.0,2.0,1.0,2.0,0.0,4.0,44.0,20.0,1287.0,67319.0,1
61842,IL,2,61842,2434.0,2620.0,19.0,2.0,3.0,3.0,8.0,116.0,47.0,2724.0,71986.0,1
61844,IL,1,61844,810.0,947.0,5.0,4.0,4.0,0.0,15.0,52.0,36.0,991.0,104592.0,1
61847,IL,1,61847,1194.0,1115.0,8.0,2.0,4.0,0.0,6.0,53.0,23.0,1165.0,80263.0,1
61853,IL,14,61853,14288.0,12826.0,117.0,32.0,290.0,8.0,126.0,819.0,463.0,13755.0,111747.0,1
61856,IL,5,61856,8315.0,7475.0,48.0,10.0,57.0,0.0,42.0,301.0,109.0,7824.0,86684.0,1
61858,IL,1,61858,2797.0,2563.0,22.0,10.0,7.0,0.0,20.0,134.0,50.0,2706.0,68319.0,1
61859,IL,1,61859,1244.0,1081.0,3.0,0.0,1.0,0.0,7.0,27.0,13.0,1106.0,89415.0,1
61866,IL,6,61866,13442.0,7629.0,2834.0,82.0,150.0,10.0,1333.0,1421.0,2272.0,11187.0,57556.0,1
61873,IL,8,61873,5811.0,5546.0,23.0,11.0,40.0,0.0,48.0,243.0,135.0,5776.0,99857.0,1
61874,IL,8,61874,8653.0,5764.0,609.0,12.0,1621.0,1.0,137.0,595.0,371.0,8368.0,89753.0,1
61910,IL,23,61910,4947.0,3522.0,10.0,20.0,29.0,2.0,594.0,283.0,1094.0,3366.0,76980.0,1
61914,IL,1,61914,1783.0,1743.0,1.0,10.0,3.0,1.0,10.0,77.0,17.0,1828.0,58551.0,1
61920,IL,27,61920,20923.0,17137.0,1481.0,51.0,459.0,24.0,688.0,1007.0,1067.0,19780.0,66930.0,0
61924,IL,3,61924,2317.0,2160.0,12.0,2.0,6.0,0.0,19.0,75.0,25.0,2249.0,73791.0,1
61925,IL,1,61925,1054.0,862.0,25.0,1.0,1.0,0.0,7.0,48.0,16.0,928.0,82058.0,1
61929,IL,1,61929,639.0,716.0,4.0,2.0,2.0,0.0,5.0,30.0,20.0,739.0,82500.0,1
61931,IL,1,61931,1336.0,1012.0,5.0,1.0,0.0,0.0,24.0,33.0,44.0,1031.0,54752.0,1
61938,IL,20,61938,20965.0,18725.0,583.0,51.0,141.0,1.0,192.0,1075.0,605.0,20163.0,69968.0,0
61944,IL,2,61944,11562.0,11259.0,57.0,26.0,46.0,0.0,74.0,318.0,168.0,11612.0,58118.0,1
61951,IL,5,61951,7777.0,7655.0,63.0,9.0,29.0,0.0,55.0,246.0,118.0,7939.0,80351.0,1
61953,IL,1,61953,6305.0,5925.0,26.0,15.0,58.0,2.0,86.0,253.0,186.0,6179.0,76892.0,1
61956,IL,3,61956,2931.0,2669.0,16.0,12.0,6.0,2.0,32.0,148.0,86.0,2799.0,65969.0,1
61957,IL,1,61957,1778.0,1698.0,0.0,6.0,4.0,1.0,1.0,56.0,13.0,1753.0,60118.0,1
62001,IL,220,62001,1766.0,1560.0,9.0,4.0,3.0,0.0,12.0,114.0,72.0,1630.0,72592.0,1
62002,IL,198,62002,30166.0,20862.0,6680.0,117.0,211.0,12.0,317.0,1977.0,753.0,29423.0,65294.0,0
62009,IL,2,62009,1713.0,1508.0,7.0,7.0,3.0,0.0,3.0,108.0,32.0,1604.0,47480.0,1
62010,IL,11,62010,11133.0,9922.0,177.0,20.0,55.0,2.0,94.0,577.0,258.0,10589.0,84558.0,1
62012,IL,5,62012,6678.0,6066.0,38.0,8.0,13.0,0.0,20.0,228.0,84.0,6289.0,91021.0,1
62014,IL,3,62014,3749.0,3539.0,21.0,11.0,16.0,0.0,8.0,241.0,68.0,3768.0,70934.0,1
62016,IL,1,62016,3519.0,3534.0,11.0,3.0,7.0,0.0,12.0,123.0,48.0,3642.0,74431.0,1
62017,IL,1,62017,943.0,1053.0,1.0,3.0,1.0,0.0,4.0,53.0,8.0,1107.0,59281.0,1
62018,IL,3,62018,2954.0,2874.0,217.0,19.0,23.0,5.0,28.0,246.0,106.0,3306.0,49625.0,1
62022,IL,1,62022,978.0,1004.0,5.0,2.0,6.0,0.0,6.0,51.0,14.0,1060.0,83936.0,1
62024,IL,2,62024,9350.0,8233.0,399.0,33.0,42.0,4.0,66.0,560.0,190.0,9147.0,73509.0,1
62025,IL,91,62025,35947.0,29194.0,2645.0,62.0,826.0,30.0,399.0,2073.0,1205.0,34024.0,111485.0,0
62031,IL,1,62031,717.0,808.0,0.0,0.0,0.0,0.0,0.0,22.0,13.0,817.0,72012.0,1
62033,IL,5,62033,4628.0,4336.0,8.0,17.0,16.0,0.0,11.0,196.0,41.0,4543.0,69629.0,1
62034,IL,39,62034,14497.0,11881.0,1012.0,29.0,320.0,10.0,157.0,1256.0,844.0,13821.0,108462.0,1
62035,IL,19,62035,16172.0,13880.0,1150.0,43.0,125.0,0.0,135.0,839.0,408.0,15764.0,86588.0,1
62036,IL,1,62036,548.0,589.0,2.0,0.0,0.0,0.0,3.0,16.0,10.0,600.0,93548.0,1
62040,IL,231,62040,40716.0,32254.0,3919.0,170.0,291.0,3.0,1272.0,2963.0,2904.0,37968.0,63593.0,0
62049,IL,6,62049,8195.0,6634.0,836.0,18.0,30.0,2.0,161.0,271.0,251.0,7701.0,75122.0,1
62051,IL,1,62051,793.0,818.0,2.0,3.0,0.0,0.0,4.0,21.0,18.0,830.0,52792.0,1
62052,IL,8,62052,12625.0,11795.0,51.0,9.0,40.0,0.0,47.0,561.0,158.0,12345.0,84813.0,1
62056,IL,5,62056,8758.0,8048.0,52.0,11.0,76.0,3.0,52.0,317.0,176.0,8383.0,63004.0,1
62060,IL,11,62060,3534.0,915.0,2667.0,15.0,15.0,1.0,92.0,160.0,189.0,3676.0,37223.0,1
62062,IL,6,62062,8461.0,7072.0,430.0,11.0,183.0,3.0,59.0,539.0,311.0,7986.0,100851.0,1
62069,IL,1,62069,3230.0,2921.0,5.0,2.0,10.0,0.0,11.0,127.0,42.0,3034.0,65654.0,1
62074,IL,2,62074,1213.0,1021.0,6.0,2.0,0.0,0.0,22.0,52.0,47.0,1056.0,83933.0,1
62075,IL,2,62075,3168.0,3066.0,15.0,8.0,14.0,2.0,5.0,119.0,47.0,3182.0,72476.0,1
62080,IL,1,62080,2688.0,2115.0,3.0,4.0,2.0,0.0,4.0,69.0,20.0,2177.0,60979.0,1
62087,IL,1,62087,2121.0,1656.0,83.0,9.0,8.0,1.0,12.0,118.0,51.0,1836.0,53035.0,1
62088,IL,1,62088,6439.0,6199.0,17.0,18.0,30.0,0.0,22.0,319.0,112.0,6493.0,64955.0,1
62090,IL,9,62090,1053.0,26.0,942.0,1.0,1.0,0.0,0.0,18.0,7.0,981.0,47175.0,1
62095,IL,6,62095,10801.0,9815.0,446.0,26.0,56.0,5.0,79.0,633.0,236.0,10824.0,63189.0,1
62201,IL,575,62201,5166.0,768.0,2657.0,86.0,16.0,0.0,1053.0,545.0,1857.0,3268.0,28060.0,1
62203,IL,31,62203,6076.0,468.0,5619.0,13.0,7.0,1.0,55.0,181.0,109.0,6235.0,48504.0,1
62204,IL,2,62204,5908.0,116.0,4189.0,2.0,12.0,0.0,51.0,113.0,71.0,4412.0,38913.0,1
62205,IL,66,62205,5754.0,84.0,6362.0,16.0,5.0,2.0,34.0,179.0,61.0,6621.0,42376.0,1
62206,IL,83,62206,13477.0,3049.0,9062.0,66.0,12.0,6.0,148.0,586.0,300.0,12629.0,45965.0,1
62207,IL,31,62207,6637.0,154.0,6582.0,8.0,10.0,3.0,35.0,253.0,83.0,6962.0,32596.0,1
62208,IL,95,62208,16690.0,9290.0,5494.0,55.0,484.0,11.0,303.0,1355.0,764.0,16228.0,81192.0,1
62220,IL,52,62220,19277.0,12835.0,4680.0,52.0,192.0,21.0,319.0,1375.0,773.0,18701.0,69202.0,1
62221,IL,281,62221,29454.0,16666.0,8863.0,89.0,661.0,21.0,357.0,2382.0,1226.0,27813.0,84082.0,0
62223,IL,65,62223,16534.0,10534.0,4322.0,45.0,116.0,2.0,230.0,1014.0,535.0,15728.0,77985.0,1
62225,IL,15,62225,5359.0,3582.0,712.0,16.0,204.0,23.0,198.0,597.0,619.0,4713.0,83307.0,1
62226,IL,207,62226,29333.0,17230.0,9148.0,91.0,506.0,32.0,373.0,1776.0,1017.0,28139.0,82726.0,0
62230,IL,3,62230,6352.0,6046.0,14.0,10.0,17.0,0.0,150.0,177.0,226.0,6188.0,94778.0,1
62231,IL,11,62231,6680.0,6550.0,180.0,26.0,43.0,1.0,46.0,325.0,117.0,7054.0,70492.0,1
62232,IL,11,62232,6920.0,5509.0,672.0,97.0,91.0,4.0,581.0,593.0,995.0,6552.0,88608.0,1
62234,IL,183,62234,32491.0,23757.0,3697.0,143.0,243.0,8.0,1552.0,2443.0,2890.0,28953.0,77591.0,0
62236,IL,10,62236,14630.0,13056.0,71.0,32.0,83.0,0.0,66.0,616.0,297.0,13627.0,130969.0,3
62237,IL,3,62237,2411.0,2305.0,28.0,1.0,9.0,4.0,12.0,54.0,22.0,2391.0,63228.0,1
62238,IL,1,62238,522.0,556.0,8.0,1.0,3.0,0.0,13.0,36.0,24.0,593.0,63590.0,1
62239,IL,3,62239,4076.0,4019.0,203.0,14.0,17.0,2.0,45.0,338.0,129.0,4509.0,65330.0,1
62240,IL,2,62240,2197.0,1464.0,52.0,9.0,1.0,0.0,15.0,104.0,42.0,1603.0,51938.0,1
62245,IL,1,62245,1698.0,1705.0,4.0,5.0,1.0,0.0,29.0,71.0,68.0,1747.0,81259.0,1
62246,IL,16,62246,10117.0,8244.0,993.0,39.0,94.0,11.0,341.0,423.0,524.0,9621.0,72672.0,1
